BattlefyName,IGN,Pokepaste
Eacrow,Cro,"=HYPERLINK(""https://pokepast.es/1304d47dc6de8eb7"")"
Lorenzaooooo,Lorenzaooooooo,"=HYPERLINK(""https://pokepast.es/669924930461de69"")"
BlingoVGC,Mr 305,"=HYPERLINK(""https://pokepast.es/0fb48f37268c7fea"")"
Skylani_411,Skylani,"=HYPERLINK(""https://pokepast.es/a386a6a9e8b4b3f1"")"
Giottas,Giottas,"=HYPERLINK(""https://pokepast.es/14aedcaefbc4932b"")"
Nephtyrix,Nephtyrix,"=HYPERLINK(""https://pokepast.es/4bb5b3a9d0e82240"")"
zebrafarmvgc,shellslayer,"=HYPERLINK(""https://pokepast.es/103c9bf845a55038"")"
Gregorymohr ,Gregory,"=HYPERLINK(""https://pokepast.es/7f0d76ad7679ebae"")"
jorgehernandezacosta1,CostaGG,"=HYPERLINK(""https://pokepast.es/79da72bf702b70ad"")"
maxdeesevgc,Max,"=HYPERLINK(""https://pokepast.es/fb3e42cfb4797373"")"
Reo_Poke,레오,"=HYPERLINK(""https://pokepast.es/2019a4a462097bfc"")"
his oak ah,his oak ah,"=HYPERLINK(""https://pokepast.es/45a09f17bca96c2d"")"
vinnyjuve,Vinz,"=HYPERLINK(""https://pokepast.es/95a54e5f58f60e46"")"
dicarol2010,DarkShiva,"=HYPERLINK(""https://pokepast.es/9df76d4917e1d9df"")"
Zaneek_,Zaneek,"=HYPERLINK(""https://pokepast.es/a4d23abda0465e1a"")"
pkmnredtom,아드리앙,"=HYPERLINK(""https://pokepast.es/99d377b55b837641"")"
Lino_Senpai,Lina,"=HYPERLINK(""https://pokepast.es/1495adec58e11aae"")"
ege1211,えげ,"=HYPERLINK(""https://pokepast.es/3037c8fafd30b3c6"")"
Daneci,Lucy,"=HYPERLINK(""https://pokepast.es/6f9cd5df25ca8f76"")"
Princedouchebag,P.Doucha,"=HYPERLINK(""https://pokepast.es/4377dcaa3228e4f8"")"
jakob_hermann_91,Herlum,"=HYPERLINK(""https://pokepast.es/79c9a13529e8160c"")"
xsanvy,⭐Sanvy,"=HYPERLINK(""https://pokepast.es/b515f6d1df8bc483"")"
ぽんぽんた,ぽんきち,"=HYPERLINK(""https://pokepast.es/5f11e92b74861268"")"
Hugo Nascimento,Labacedo,"=HYPERLINK(""https://pokepast.es/10be6f5b42e9a19d"")"
thiago_lattanzi,VOVOMAXBEN10,"=HYPERLINK(""https://pokepast.es/791a731cbf8b4edf"")"
Lightoz,Jannik,"=HYPERLINK(""https://pokepast.es/b7385db8c919fbc7"")"
Lushelldo,plastic love,"=HYPERLINK(""https://pokepast.es/8ddc4e75ebd00506"")"
z0mOG,z0mog,"=HYPERLINK(""https://pokepast.es/7626b06f8362271d"")"
Kaneoji,Kaneoji,"=HYPERLINK(""https://pokepast.es/beccfad8546f980f"")"
PsychoR&R,PP,"=HYPERLINK(""https://pokepast.es/050cb4ea15dd29f7"")"
brimatte0208,Matteo,"=HYPERLINK(""https://pokepast.es/d10c2485688cbd80"")"
root2iris,root2iris,"=HYPERLINK(""https://pokepast.es/b2194add0570a3f9"")"
Braseg_257,Gilberto,"=HYPERLINK(""https://pokepast.es/76632ce5706e6951"")"
zxycvbnm0107,ユウ,"=HYPERLINK(""https://pokepast.es/f40bec73df553c38"")"
Spru,Spruce101,"=HYPERLINK(""https://pokepast.es/3f2571d1b99505d6"")"
tt9911,TT,"=HYPERLINK(""https://pokepast.es/bab4307be0761cfd"")"
minternfiverr,J,"=HYPERLINK(""https://pokepast.es/7f07e3f61e571df0"")"
AlexVGC,AlexVGC,"=HYPERLINK(""https://pokepast.es/4821fc8d08db32bf"")"
BillaVGC,>BillaVGC<,"=HYPERLINK(""https://pokepast.es/0f159a738c6e68c8"")"
justjakeyvgc,JustJakey,"=HYPERLINK(""https://pokepast.es/8c371a3427878a8e"")"
Pado_22,Pado,"=HYPERLINK(""https://pokepast.es/d37fbfe2e2fb5635"")"
G3TR1Gh7,バイオレット,"=HYPERLINK(""https://pokepast.es/abf859e0aa87f343"")"
erikzwambach-2,NNayeon,"=HYPERLINK(""https://pokepast.es/fb27523b934a828d"")"
hjalmarjlind,Hjalle,"=HYPERLINK(""https://pokepast.es/f4a45910a27a6a2d"")"
fyluriss,LurissVGC,"=HYPERLINK(""https://pokepast.es/44af80c8aabb3e09"")"
愛国心,ビエラ←ガチ,"=HYPERLINK(""https://pokepast.es/7070011ff75183da"")"
daniele3330,Daniele,"=HYPERLINK(""https://pokepast.es/dc3fa2d2f0c7e733"")"
Carmine R,Carmine,"=HYPERLINK(""https://pokepast.es/71a4d007608d6251"")"
Raulgeta,Raulgeta,"=HYPERLINK(""https://pokepast.es/55b9a53b38c373f4"")"
せれ,おヌメラ,"=HYPERLINK(""https://pokepast.es/ec2fb61f5dcdb6bd"")"
snow-pokepoke,SNOW,"=HYPERLINK(""https://pokepast.es/5821c498c128e149"")"
ANK0,CICCIOTT,"=HYPERLINK(""https://pokepast.es/fd355d522632f903"")"
vista,상자,"=HYPERLINK(""https://pokepast.es/a2ed539145ce601c"")"
Austin Forcinito,Lylah,"=HYPERLINK(""https://pokepast.es/c67c91a808c7be56"")"
Rizaya,Rizaya,"=HYPERLINK(""https://pokepast.es/076130a4d44ed618"")"
lpfan,Aaron,"=HYPERLINK(""https://pokepast.es/623dd6082d81bc14"")"
Essentia,Essentia,"=HYPERLINK(""https://pokepast.es/8682afb5629f82f5"")"
Brayz_,Brayz,"=HYPERLINK(""https://pokepast.es/64603e305497f6e2"")"
linger1ng_will,PPman⭐️,"=HYPERLINK(""https://pokepast.es/4d3bf0eb6f705b98"")"
Aminkooo,Aminko,"=HYPERLINK(""https://pokepast.es/e13a3cbcacfc111d"")"
shanewhelan009,Shane,"=HYPERLINK(""https://pokepast.es/f80d33826cef86af"")"
AzazeLTheGod,AzazeL,"=HYPERLINK(""https://pokepast.es/8e115494df2674f6"")"
Membrayne,Dook,"=HYPERLINK(""https://pokepast.es/8e23f49b63669c94"")"
Sebastian Bisbal,Brutus,"=HYPERLINK(""https://pokepast.es/b435dec26d66a948"")"
Elias2800,Elías,"=HYPERLINK(""https://pokepast.es/817fbbd0925a3293"")"
sepalikalakmali80-1,marcofiero,"=HYPERLINK(""https://pokepast.es/0884f2777626fbd0"")"
DuckiiVG,Doom Duck,"=HYPERLINK(""https://pokepast.es/94c086c87de2202c"")"
AleDigio,Digio,"=HYPERLINK(""https://pokepast.es/f3eb35f519b51730"")"
SBDV,Steven,"=HYPERLINK(""https://pokepast.es/622423e3221ac94a"")"
JuanmaEl32,JuanmaEl32,"=HYPERLINK(""https://pokepast.es/c09804e1914468ae"")"
Rene Röne,René,"=HYPERLINK(""https://pokepast.es/e01203e386bbecd9"")"
sour,swag,"=HYPERLINK(""https://pokepast.es/ae56bad48d226be8"")"
robertinoparente,Roberto,"=HYPERLINK(""https://pokepast.es/106cf6d529a5039e"")"
blazingbolt2014,Andrew,"=HYPERLINK(""https://pokepast.es/bda1f831307c7df3"")"
Astterio,Ccontrerasernandez.est@sgabriel.net,"=HYPERLINK(""https://pokepast.es/695ded71b75d3a4e"")"
fm00,レーア,"=HYPERLINK(""https://pokepast.es/b368cb4540b04a82"")"
lucadonkey9,0-x in swiss,"=HYPERLINK(""https://pokepast.es/8b4d514eb2a4ce91"")"
B1Z1,Joan,"=HYPERLINK(""https://pokepast.es/c3665c1fed3d6b1f"")"
